passenger_id,flight_callsign,name,nationality,date_of_birth,seat,booking_class,status,check_in_time,luggage_count,special_assistance,frequent_flyer_tier
PAX05731,SWA9286,Dalton Cook,Uruguay,2001-02-24,7B,Premium Economy,Checked-in,2026-02-02T18:11:19,2,Wheelchair,None
PAX05732,KLM5213,Stephen Davidson,Jamaica,2003-04-29,30F,Premium Economy,No-show,2026-02-02T13:12:50,0,None,Silver
PAX05733,KLM2439,Thomas Garcia,Mauritania,1959-10-04,7B,Premium Economy,Boarded,2026-02-01T08:34:39,3,Wheelchair,None
PAX05734,DAL6566,Mrs. Jasmine Booth MD,Vanuatu,1964-09-17,23C,First,Scheduled,2026-02-02T09:14:03,3,Pet,Silver
PAX05735,UAL9367,Rebecca Kidd,Armenia,1979-11-09,24F,First,Scheduled,2026-02-01T14:27:31,2,Wheelchair,Silver
PAX05736,SWA9887,Martin Barker,Jordan,2002-01-01,15D,Premium Economy,Scheduled,2026-02-01T00:36:31,0,Wheelchair,Platinum
PAX05737,DAL6043,Tracy Walker,Algeria,1949-06-03,35D,Business,Checked-in,2026-02-02T00:37:55,0,Unaccompanied Minor,Gold
PAX05738,AFR575,Julian Hayden,Cayman Islands,1952-10-05,40E,First,Checked-in,2026-02-01T07:27:51,2,None,Gold
PAX05739,UAL6761,David Stevenson,Poland,1945-06-28,35E,Business,No-show,2026-02-03T13:37:38,1,None,Platinum
PAX05740,BAW4491,Walter Ward,Canada,2001-10-04,33D,Business,Scheduled,2026-02-02T14:55:29,2,Wheelchair,None
PAX05741,DAL6395,Vanessa Sanchez,Sao Tome and Principe,1954-02-07,17A,Premium Economy,Scheduled,2026-02-03T20:46:29,1,Pet,Platinum
PAX05742,AFR9678,Sabrina Miller,Solomon Islands,1992-12-14,6D,Premium Economy,Checked-in,2026-02-03T05:05:33,0,Pet,None
PAX05743,DAL3264,Mitchell Lee,Cambodia,1988-03-30,4A,First,No-show,2026-02-01T01:00:05,3,None,Platinum
PAX05744,DLH9634,Jennifer Taylor,Puerto Rico,1988-09-02,32A,Economy,Boarded,2026-02-03T12:51:50,0,None,Silver
PAX05745,SWA4489,Mr. Dean Phillips,Vanuatu,1964-06-16,10B,Premium Economy,Boarded,2026-02-03T14:47:08,1,None,None
PAX05746,SWA3693,Jacob Lee,Mauritania,1955-09-03,22C,Premium Economy,Boarded,2026-02-01T12:59:35,0,None,None
PAX05747,KLM3798,Rachel Price,Macao,1975-07-01,17D,Premium Economy,Checked-in,2026-02-02T03:53:43,3,Unaccompanied Minor,None
PAX05748,DLH6049,Stephanie Jones,France,1995-06-25,1F,First,Checked-in,2026-02-03T04:25:17,0,Wheelchair,None
PAX05749,AAL4050,Emily Moreno,Montenegro,1999-01-30,17F,Economy,Checked-in,2026-02-01T20:24:23,0,Unaccompanied Minor,Gold
PAX05750,DLH8145,Stephanie Schwartz,El Salvador,1975-10-07,14C,Business,Checked-in,2026-02-02T08:57:45,3,Unaccompanied Minor,Silver
PAX05751,SWA2260,Jennifer Graves,Hungary,2006-05-03,8F,Premium Economy,Checked-in,2026-02-02T13:55:41,1,None,Silver
PAX05752,UAL8040,Hannah Montgomery,Northern Mariana Islands,1995-05-13,38C,First,No-show,2026-02-02T18:32:21,3,Wheelchair,Gold
PAX05753,AAL7333,Ashley Garcia,Western Sahara,1978-09-19,33B,Economy,Checked-in,2026-02-01T23:22:34,1,Pet,Silver
PAX05754,AFR6232,Robert Gutierrez,Isle of Man,1956-02-20,12C,Premium Economy,No-show,2026-02-02T10:24:57,3,Wheelchair,Platinum
PAX05755,KLM9100,Holly Hall,Solomon Islands,1974-09-13,26E,Economy,Boarded,2026-02-03T06:52:44,1,Pet,Silver
PAX05756,SWA2942,Madison Ortiz,Malaysia,2004-04-26,26B,Economy,Checked-in,2026-02-02T20:16:05,0,Wheelchair,Silver
PAX05757,AFR3346,Patricia Aguilar,Italy,1986-11-08,13D,Economy,Boarded,2026-02-03T00:02:08,0,Pet,Gold
PAX05758,UAL7405,Julie Johnson,Croatia,1993-03-01,22D,Economy,Boarded,2026-02-03T08:12:36,1,None,Gold
PAX05759,BAW5591,Tracie Smith,Portugal,1976-09-22,20B,Economy,No-show,2026-02-01T20:04:14,2,Wheelchair,Gold
PAX05760,AAL9390,Michelle Richardson,Saint Pierre and Miquelon,1976-05-29,13F,Economy,Boarded,2026-02-02T16:54:05,2,Pet,Silver
PAX05761,DLH3784,Michael Fox,Yemen,1997-09-29,17B,First,Checked-in,2026-02-02T16:51:09,2,Wheelchair,Silver
PAX05762,DLH1670,Joshua Bailey,Congo,1978-06-03,7E,Economy,No-show,2026-02-01T11:28:57,1,Pet,Gold
PAX05763,UAL1482,Amanda Crawford,Guam,1969-03-27,16D,Business,Boarded,2026-02-02T02:46:54,1,Wheelchair,Silver
PAX05764,AFR6232,Kimberly Short,Greece,1949-11-10,37F,Economy,No-show,2026-02-02T22:20:02,2,Pet,None
PAX05765,DAL3011,Christian Charles,Russian Federation,1954-02-28,8A,First,Boarded,2026-02-01T22:44:08,0,Pet,None
PAX05766,SWA8177,Brandon Griffith,French Polynesia,2004-03-15,24C,Premium Economy,Boarded,2026-02-02T12:52:53,3,Pet,Gold
PAX05767,UAL304,Keith Hunter,Suriname,2006-11-20,35E,First,No-show,2026-02-02T22:11:09,1,None,None
PAX05768,BAW1143,James Phelps,Czech Republic,1951-01-01,5A,Economy,Checked-in,2026-02-02T01:13:53,2,Wheelchair,Platinum
PAX05769,KLM1805,Cassandra Roberts,Algeria,2002-01-02,36F,Premium Economy,Checked-in,2026-02-02T14:23:30,3,None,Platinum
PAX05770,DAL9870,Joseph Moore,Saint Helena,1945-12-31,4F,Economy,Checked-in,2026-02-01T21:26:28,3,Unaccompanied Minor,Gold
PAX05771,AFR6363,Maria Lynn,Turkmenistan,1953-02-26,28C,Business,No-show,2026-02-03T19:08:05,2,None,None
PAX05772,SWA116,Bethany Dougherty,Cook Islands,1995-05-26,15C,Premium Economy,Scheduled,2026-02-01T16:51:29,0,None,Platinum
PAX05773,KLM9904,Olivia Schultz,Turkey,1989-08-05,7F,Premium Economy,Boarded,2026-02-03T16:03:19,2,None,None
PAX05774,KLM9236,Christopher Velez,Cyprus,2003-05-19,21B,Economy,Scheduled,2026-02-03T19:58:36,1,None,Platinum
PAX05775,DLH7922,Elizabeth Robles,British Virgin Islands,1997-12-16,40B,Economy,Scheduled,2026-02-02T15:04:49,0,Pet,Platinum
PAX05776,AAL3735,Kimberly Adams,Iraq,1998-01-22,40C,Premium Economy,Boarded,2026-02-01T09:08:03,3,Pet,Platinum
PAX05777,SWA4126,Richard Warner,Vanuatu,1995-11-16,8F,First,Boarded,2026-02-01T10:48:35,3,Unaccompanied Minor,Platinum
PAX05778,DAL800,Tom Navarro,Tunisia,1994-03-26,28F,First,Scheduled,2026-02-03T02:30:16,3,Unaccompanied Minor,None
PAX05779,AAL1124,Donna Jenkins,Rwanda,1999-04-21,29E,First,Scheduled,2026-02-02T14:13:45,3,Unaccompanied Minor,Gold
PAX05780,SWA3517,Lindsay Clarke MD,Greenland,1962-09-26,10E,First,Boarded,2026-02-01T02:57:42,3,Wheelchair,Gold
PAX05781,AAL7333,Jessica Lambert,Gibraltar,1968-01-26,14A,First,Scheduled,2026-02-02T09:55:39,2,Wheelchair,Gold
PAX05782,SWA5575,Gabriel Adkins,Serbia,1986-08-18,10B,Economy,Boarded,2026-02-01T00:07:54,0,Unaccompanied Minor,Gold
PAX05783,SWA4902,Peter Reyes,Guatemala,1999-03-30,31B,Business,Scheduled,2026-02-02T18:36:32,0,Wheelchair,None
PAX05784,UAL8348,Kathleen Barajas,Liberia,1954-07-10,39B,Economy,Boarded,2026-02-01T15:35:32,0,Pet,None
PAX05785,AAL1527,Lawrence Wilkinson,Papua New Guinea,1997-10-11,8B,Economy,Boarded,2026-02-02T17:54:09,0,Pet,Platinum
PAX05786,DLH3826,Marcus Andrews,Dominican Republic,1970-10-02,38B,Business,Boarded,2026-02-01T09:01:27,1,Wheelchair,None
PAX05787,DLH3784,David Johnson,Belize,1982-09-11,22A,Economy,Scheduled,2026-02-03T12:51:51,1,None,Platinum
PAX05788,SWA8177,Tracy Alexander,Tuvalu,1976-10-28,1C,Business,Scheduled,2026-02-01T01:23:44,1,Wheelchair,Silver
PAX05789,AFR575,Steven Gonzales,Dominica,1967-09-02,3E,Premium Economy,No-show,2026-02-03T08:24:05,3,Wheelchair,Silver
PAX05790,DAL402,Jonathan Sanchez,Norfolk Island,1999-02-20,32E,First,Checked-in,2026-02-03T02:34:36,2,Wheelchair,None
PAX05791,KLM3571,Bryan Delgado,Congo,1954-06-24,26E,Business,Checked-in,2026-02-03T18:42:59,1,Wheelchair,Silver
PAX05792,SWA4489,Jennifer Williams,Armenia,1980-07-15,3F,First,No-show,2026-02-01T17:56:00,1,None,Silver
PAX05793,DAL6645,Dana Miller,Belarus,1971-09-29,11E,Premium Economy,No-show,2026-02-02T07:08:49,2,Unaccompanied Minor,Gold
PAX05794,AFR7666,Ashley White,Portugal,1958-10-18,28D,Business,Checked-in,2026-02-02T17:41:38,3,Pet,Gold
PAX05795,UAL7529,Dan Miles,Portugal,1956-03-27,8A,Economy,No-show,2026-02-01T14:23:46,2,Unaccompanied Minor,Gold
PAX05796,AFR2344,Sandra Rodriguez,Denmark,1948-06-09,27A,Business,Checked-in,2026-02-03T19:54:20,3,None,Platinum
PAX05797,KLM1252,Eric Sanchez,Afghanistan,1945-04-17,21F,Premium Economy,No-show,2026-02-01T17:16:29,3,Pet,Platinum
PAX05798,BAW4664,Christine Butler,Isle of Man,1986-12-27,6C,Premium Economy,No-show,2026-02-03T09:23:33,0,Wheelchair,Silver
PAX05799,SWA7740,Joshua Morales,Pakistan,1984-08-03,8B,First,No-show,2026-02-01T23:38:08,1,Pet,Gold
PAX05800,AFR3118,Stephen Gamble,Algeria,1980-05-22,20A,Business,Checked-in,2026-02-03T15:24:52,1,Wheelchair,Platinum
PAX05801,AAL1402,Bridget Stephenson,Cambodia,1970-01-07,27F,Premium Economy,No-show,2026-02-03T01:05:30,1,None,None
PAX05802,SWA3517,Beth Davis,Yemen,1948-09-10,32A,First,Boarded,2026-02-03T07:21:50,1,Unaccompanied Minor,Platinum
PAX05803,KLM2887,Robert Holmes,Lithuania,1962-08-10,27D,Business,Scheduled,2026-02-02T15:03:43,3,Unaccompanied Minor,Gold
PAX05804,SWA7992,Chad Swanson,Tanzania,1998-04-24,8B,Premium Economy,No-show,2026-02-01T09:21:17,1,Pet,Silver
PAX05805,BAW2246,Robert Sparks,Slovenia,1978-10-26,31E,Premium Economy,Boarded,2026-02-01T02:57:40,1,Pet,None
PAX05806,BAW7760,Elizabeth Lawrence,Turks and Caicos Islands,1992-07-15,22C,Economy,No-show,2026-02-03T08:42:18,2,Wheelchair,Gold
PAX05807,DAL710,Laura Powell,Liechtenstein,1948-12-29,24B,First,Scheduled,2026-02-03T16:55:17,1,None,Gold
PAX05808,AFR2964,Mary Castro,Bosnia and Herzegovina,1981-04-28,25D,First,Checked-in,2026-02-03T05:51:39,3,Wheelchair,Gold
PAX05809,AFR8750,Ashley Ross,Venezuela,1978-11-27,3C,Economy,Boarded,2026-02-01T23:58:10,2,None,Platinum
PAX05810,SWA4902,John Stuart,Luxembourg,1992-01-31,30E,Economy,No-show,2026-02-01T10:23:39,0,None,Platinum
PAX05811,KLM7153,Jerry Mack,Rwanda,1985-04-16,3F,Business,Scheduled,2026-02-02T22:59:28,2,Pet,None
PAX05812,KLM3225,Jenna Taylor,Madagascar,1981-08-18,16F,Economy,No-show,2026-02-01T23:29:34,1,None,None
PAX05813,SWA2260,Mike Anderson,Estonia,1983-10-11,33D,Economy,Scheduled,2026-02-02T10:53:01,0,Unaccompanied Minor,None
PAX05814,DLH8145,Raymond Dickerson,Jordan,1981-11-24,19A,Business,Boarded,2026-02-01T22:34:20,0,Wheelchair,Platinum
PAX05815,KLM2602,Margaret Allen,Ethiopia,1951-10-20,12A,Business,Boarded,2026-02-02T16:05:59,2,None,Gold
PAX05816,DLH8618,Douglas Armstrong,Samoa,1980-08-06,24D,First,Scheduled,2026-02-03T17:34:50,2,Wheelchair,None
PAX05817,KLM5213,Melanie Blevins,Senegal,1958-03-22,11C,Business,Scheduled,2026-02-01T03:21:26,2,Unaccompanied Minor,Silver
PAX05818,KLM9100,Julie Gordon,French Guiana,1971-08-27,39C,Economy,Scheduled,2026-02-03T17:44:05,1,None,None
PAX05819,DLH2957,Douglas Reed,Haiti,1951-04-29,10E,Business,Scheduled,2026-02-01T17:24:14,3,Wheelchair,None
PAX05820,BAW3531,Nicole Savage,Guadeloupe,1950-03-29,32F,Premium Economy,Boarded,2026-02-01T10:26:24,2,Pet,None
PAX05821,UAL2699,Phillip Gilbert,Aruba,1966-10-30,14F,Economy,No-show,2026-02-03T11:05:24,3,Unaccompanied Minor,None
PAX05822,AAL2817,Cindy Johnson,Brazil,1995-04-04,18C,Economy,Scheduled,2026-02-01T19:18:00,1,Pet,Silver
PAX05823,DLH6787,Amy Hart,Gibraltar,2003-05-23,2A,Business,Boarded,2026-02-03T17:00:25,3,None,Gold
PAX05824,KLM4119,Brittany Williams,Zambia,1968-07-16,13E,Economy,Checked-in,2026-02-03T15:40:25,2,Pet,Gold
PAX05825,AAL3735,Joshua Merritt,Qatar,1997-11-27,33E,Premium Economy,Checked-in,2026-02-01T14:37:05,2,Wheelchair,None
PAX05826,DAL5838,Fernando Gregory,Germany,2002-11-01,24C,Economy,No-show,2026-02-01T14:15:24,1,Unaccompanied Minor,Gold
PAX05827,BAW3076,Christian Perez,Egypt,2005-06-08,17C,Business,No-show,2026-02-03T17:30:39,0,None,Gold
PAX05828,DAL6395,Cindy Brown,France,1978-08-25,32E,Business,No-show,2026-02-03T02:44:38,3,Pet,Silver
PAX05829,SWA2260,Debra Gregory,Jordan,1994-04-28,32E,Premium Economy,No-show,2026-02-01T14:51:12,3,None,None
PAX05830,DAL3472,Luis Sanchez,Saint Lucia,1973-12-23,20D,Economy,No-show,2026-02-01T16:59:33,3,None,None
PAX05831,SWA8369,Todd Hoffman,Cape Verde,1953-04-07,19F,Premium Economy,Boarded,2026-02-01T00:55:50,0,Wheelchair,Gold
PAX05832,AAL8737,Rose Hernandez,Argentina,1955-10-12,6C,Premium Economy,Scheduled,2026-02-02T01:36:14,0,Unaccompanied Minor,Platinum
PAX05833,DLH6567,Joshua Moore,Slovenia,2001-10-08,34B,First,No-show,2026-02-03T08:24:21,2,Wheelchair,Gold
PAX05834,DLH112,Bradley Miller,Saint Kitts and Nevis,1959-03-09,10F,Economy,Checked-in,2026-02-03T13:21:58,3,None,None
PAX05835,DLH6631,Elizabeth Johnson,Iceland,1949-05-15,35A,Economy,Boarded,2026-02-03T10:58:50,1,None,Silver
PAX05836,DAL681,David Peters,Saint Pierre and Miquelon,1961-10-20,18A,Economy,Checked-in,2026-02-03T19:32:48,3,None,Platinum
PAX05837,SWA2942,Mariah Shah,Congo,1965-04-27,13C,Business,Boarded,2026-02-02T09:00:40,2,Wheelchair,Platinum
PAX05838,KLM5463,Donna Bryant,Mongolia,1947-08-31,3A,First,Checked-in,2026-02-03T10:44:57,2,Wheelchair,None
PAX05839,AAL7134,Thomas Decker,Eritrea,1996-08-06,10A,Premium Economy,Checked-in,2026-02-01T07:00:51,1,Unaccompanied Minor,Silver
PAX05840,AAL2809,Tony King,Equatorial Guinea,1966-06-13,7D,First,Boarded,2026-02-01T05:24:11,3,Unaccompanied Minor,Silver
PAX05841,AAL438,Kevin Wolfe,Morocco,1974-12-09,39B,First,Checked-in,2026-02-01T14:13:01,0,None,Platinum
PAX05842,KLM2210,Richard Moore,Kyrgyz Republic,1966-07-26,15B,Economy,Checked-in,2026-02-03T02:08:14,2,Wheelchair,None
PAX05843,SWA880,Victoria Johnson,Burundi,2006-03-20,25C,Economy,Scheduled,2026-02-02T16:01:30,2,None,None
PAX05844,DLH3364,Austin Little,Korea,1946-08-09,1F,First,Scheduled,2026-02-03T13:00:24,3,None,Silver
PAX05845,AAL8732,Scott Snyder,Vanuatu,1977-10-28,30A,Economy,Checked-in,2026-02-02T16:03:50,0,Pet,Gold
PAX05846,KLM9904,Alexandra Arnold,Bhutan,1953-03-16,33F,First,Boarded,2026-02-01T01:20:47,2,None,Platinum
PAX05847,UAL8348,Miguel Davis,Niger,1981-06-09,31F,First,Checked-in,2026-02-03T21:00:41,3,Unaccompanied Minor,Silver
PAX05848,SWA9887,Jason Thornton,Korea,1976-08-09,18D,Premium Economy,Boarded,2026-02-03T01:02:17,0,Pet,None
PAX05849,DAL6535,James Whitaker,Tanzania,1957-12-07,37E,Premium Economy,Scheduled,2026-02-03T07:26:59,3,None,Platinum
PAX05850,DLH459,Jason Green,Dominica,1998-04-19,28D,Business,Scheduled,2026-02-02T06:32:52,3,Wheelchair,None
PAX05851,AFR8750,Jean French,Saint Vincent and the Grenadines,1983-05-04,24D,First,Boarded,2026-02-03T17:29:24,1,Wheelchair,Silver
PAX05852,KLM6811,Jessica Grant,United States Virgin Islands,1960-06-15,35E,Economy,Scheduled,2026-02-01T10:24:53,2,Unaccompanied Minor,None
PAX05853,KLM5213,Jeffrey Jensen,Jersey,1952-03-09,13E,Economy,Scheduled,2026-02-03T18:33:52,3,Wheelchair,Gold
PAX05854,AAL7593,Kenneth Wallace,Montenegro,1950-07-20,20D,Economy,Scheduled,2026-02-03T01:01:49,3,None,Gold
PAX05855,UAL8355,Sharon Horne,French Polynesia,1985-08-04,2D,First,Scheduled,2026-02-01T04:26:51,1,Pet,Silver
PAX05856,AFR5729,Jeffrey Scott,Reunion,1969-04-03,37C,First,Boarded,2026-02-03T11:52:48,3,Unaccompanied Minor,Gold
PAX05857,DAL8763,Jacob Perez,Argentina,1978-08-04,23D,First,Scheduled,2026-02-01T01:15:07,3,Unaccompanied Minor,Platinum
PAX05858,KLM2377,Patricia Petersen,Madagascar,1966-07-22,16C,First,Scheduled,2026-02-02T03:10:40,3,Pet,Gold
PAX05859,DAL1220,Jessica Hunter,Dominica,1984-07-22,17E,Premium Economy,Checked-in,2026-02-02T22:52:11,2,Wheelchair,None
PAX05860,UAL8615,Jesse Smith,Botswana,1945-08-19,38D,Business,Boarded,2026-02-01T08:22:08,1,Pet,Gold
PAX05861,AAL790,Diana Lopez,Antigua and Barbuda,1954-10-01,7F,Business,Checked-in,2026-02-03T05:26:12,3,None,Gold
PAX05862,DLH7830,Sandra Vance,Iceland,1963-02-10,3A,Economy,Scheduled,2026-02-01T02:09:08,1,None,Gold
PAX05863,BAW978,Tracy Tucker,Monaco,1946-05-10,24B,Business,No-show,2026-02-01T00:30:48,3,None,Gold
PAX05864,DAL324,Daniel Reilly,Kuwait,2003-01-12,7C,Economy,Checked-in,2026-02-03T00:54:59,0,None,Gold
PAX05865,DAL3413,Jordan Rangel,Tonga,1997-11-13,18C,Premium Economy,Boarded,2026-02-03T00:09:16,0,Pet,None
PAX05866,UAL9761,Andrea Wilson,Seychelles,1965-09-14,19F,Business,Scheduled,2026-02-01T19:32:54,3,None,Gold
PAX05867,DLH4283,Amanda Clark,Martinique,1967-03-12,3E,Business,Boarded,2026-02-02T19:12:11,2,None,Gold
PAX05868,AAL1345,Rebecca Cummings,Israel,1960-08-18,5B,Premium Economy,Checked-in,2026-02-01T08:11:01,1,None,Silver
PAX05869,DAL5459,Heather Cole,Macao,2007-04-03,6C,Economy,No-show,2026-02-01T13:27:20,1,Pet,Gold
PAX05870,DLH106,Catherine Johnson,Macao,1991-10-18,7A,Premium Economy,Checked-in,2026-02-03T05:40:31,0,Pet,Silver
PAX05871,UAL2142,David Francis,France,1995-08-21,22D,Economy,Scheduled,2026-02-02T02:28:09,2,None,Platinum
PAX05872,DLH228,Sarah Rhodes,Latvia,1992-05-12,1D,Premium Economy,Checked-in,2026-02-03T02:38:03,3,Unaccompanied Minor,Gold
PAX05873,DAL5643,Jennifer Bradford,Jamaica,1978-07-16,2A,First,Boarded,2026-02-01T08:23:52,2,Wheelchair,None
PAX05874,SWA3297,Daniel Warner,Andorra,2001-10-14,39E,First,Checked-in,2026-02-03T08:29:25,3,None,Gold
PAX05875,SWA4831,Jason Long,Algeria,1963-11-07,39F,First,Boarded,2026-02-03T15:09:15,2,Wheelchair,Silver
PAX05876,AFR8935,Clayton Coleman,Kenya,1951-03-11,12A,Economy,Scheduled,2026-02-01T18:17:38,0,Unaccompanied Minor,Gold
PAX05877,DAL3787,Robert Brown,Zimbabwe,1993-10-06,17D,Economy,Boarded,2026-02-03T13:13:38,1,None,Silver
PAX05878,SWA5045,Martha Rich,Gabon,1953-01-17,31B,First,Scheduled,2026-02-01T12:36:03,2,Unaccompanied Minor,None
PAX05879,DLH6787,Angela Robbins,Mali,1966-07-29,40C,Premium Economy,No-show,2026-02-02T01:53:02,1,Wheelchair,Silver
PAX05880,BAW1913,Stephanie Hendricks,Vanuatu,1980-09-28,27B,Premium Economy,Scheduled,2026-02-02T00:26:45,0,Unaccompanied Minor,Gold
PAX05881,KLM8657,Rebecca Williams,Israel,1985-07-09,21B,Economy,No-show,2026-02-03T20:35:19,3,Wheelchair,Silver
PAX05882,AFR5729,Michael Young,Azerbaijan,1968-10-05,10C,Business,Scheduled,2026-02-02T22:25:14,3,Wheelchair,Silver
PAX05883,AAL6926,Kevin Wolf,Tanzania,2006-05-24,17B,Economy,Scheduled,2026-02-01T18:44:51,1,Pet,Silver
PAX05884,DAL324,Stephanie Barnett,Norway,1995-11-02,24C,First,No-show,2026-02-02T10:24:41,0,None,None
PAX05885,AFR575,Victor Higgins,Lao People's Democratic Republic,2001-08-15,7E,Business,Boarded,2026-02-03T18:14:02,2,Unaccompanied Minor,Gold
PAX05886,SWA4346,Justin Fisher,Taiwan,1985-02-22,3D,Business,No-show,2026-02-01T19:15:40,2,Pet,Gold
PAX05887,AAL9729,Tiffany Brown,Cuba,1949-10-17,23A,Economy,Boarded,2026-02-02T02:56:56,1,None,Gold
PAX05888,AAL2753,Corey Greene,Comoros,1989-09-19,6C,Premium Economy,No-show,2026-02-03T16:09:15,0,Wheelchair,Gold
PAX05889,SWA923,Sierra Roberts,Cameroon,1982-02-27,33D,Economy,Boarded,2026-02-02T09:19:36,3,Wheelchair,Platinum
PAX05890,KLM3225,Karen Zuniga,Croatia,1945-10-24,14D,Economy,Scheduled,2026-02-02T12:34:26,2,None,Silver
PAX05891,DAL710,Jennifer Andrade,Christmas Island,1963-10-07,20F,Economy,Checked-in,2026-02-01T14:58:15,1,Pet,Gold
PAX05892,SWA6137,Michael Jackson,Guinea-Bissau,1974-12-20,24B,Premium Economy,Boarded,2026-02-03T12:22:22,2,Wheelchair,Platinum
PAX05893,DAL3609,Jose Clayton,Slovenia,1960-09-24,8C,Business,Boarded,2026-02-01T23:36:49,2,Pet,None
PAX05894,KLM2925,Jennifer Rodriguez,Cyprus,2002-08-27,7A,First,Boarded,2026-02-02T17:35:29,1,Wheelchair,Silver
PAX05895,DLH9651,Joseph Montgomery,Norfolk Island,1956-05-27,8F,First,Scheduled,2026-02-02T03:43:17,3,None,None
PAX05896,DLH952,Leroy Ramos,United States Minor Outlying Islands,1981-07-18,1D,Business,Boarded,2026-02-02T04:55:12,3,Unaccompanied Minor,Gold
PAX05897,DLH5907,Emily Graham,Malta,1990-11-03,40F,First,Boarded,2026-02-01T17:47:12,2,Pet,Silver
PAX05898,AAL2925,Kevin Ward,Mauritania,1999-04-13,11F,Business,Scheduled,2026-02-01T09:31:21,3,None,Silver
PAX05899,DLH8190,Crystal Mcdonald,Nicaragua,1971-04-13,27E,Premium Economy,Scheduled,2026-02-02T04:10:00,3,Wheelchair,None
PAX05900,AAL4050,Matthew Hernandez,Belgium,1988-04-10,22E,Business,Boarded,2026-02-02T01:30:48,1,Wheelchair,None
PAX05901,DLH6787,Kenneth Werner,Sudan,1950-03-08,28D,First,No-show,2026-02-02T01:07:15,0,Wheelchair,Silver
PAX05902,DAL8763,Paul Benson,Antarctica (the territory South of 60 deg S),1986-08-29,4E,Business,No-show,2026-02-01T16:58:05,1,None,Silver
PAX05903,UAL2122,Daniel Wood,Hungary,1954-01-10,39B,Economy,Boarded,2026-02-03T01:15:32,0,None,Platinum
PAX05904,AAL5922,Terry Jones,Serbia,2006-04-02,9D,Business,Checked-in,2026-02-02T04:21:13,1,None,Silver
PAX05905,SWA3677,Matthew Livingston MD,French Guiana,1956-02-28,12F,Business,Scheduled,2026-02-02T03:50:06,0,Pet,None
PAX05906,UAL7789,Debra Johnson,Nauru,1990-02-23,20E,Economy,Boarded,2026-02-01T07:17:10,3,None,None
PAX05907,KLM1304,Lisa Nguyen,Estonia,1961-05-16,6C,Economy,Scheduled,2026-02-02T04:16:29,1,Unaccompanied Minor,None
PAX05908,DAL1664,Todd Duran,Saint Lucia,1960-01-22,4C,First,No-show,2026-02-01T08:00:48,0,Pet,Silver
PAX05909,AFR6442,April Brown,Saudi Arabia,1952-09-01,1F,First,Checked-in,2026-02-01T04:42:09,0,Unaccompanied Minor,Silver
PAX05910,DLH916,Mr. Robert Greer MD,Guadeloupe,1981-10-17,5F,Economy,No-show,2026-02-01T23:53:40,1,None,None
PAX05911,DLH1408,Robert Aguilar,Portugal,1959-07-05,3C,First,Boarded,2026-02-01T21:18:24,3,Pet,Gold
PAX05912,AFR7133,Laurie Morrison,Cuba,1978-12-03,21B,First,No-show,2026-02-01T23:16:13,3,None,Gold
PAX05913,BAW7444,Jason Richards,Turkey,1957-02-16,40A,First,Boarded,2026-02-01T03:33:05,3,Unaccompanied Minor,None
PAX05914,KLM8964,Jacob Jensen,Somalia,2006-04-18,7C,Economy,Scheduled,2026-02-02T16:44:37,3,Unaccompanied Minor,Platinum
PAX05915,DLH6567,Kelsey Williams,New Caledonia,1982-03-05,1B,Premium Economy,Boarded,2026-02-03T04:42:19,1,None,None
PAX05916,DAL8139,Thomas Cortez,Namibia,1958-09-14,14C,Premium Economy,Scheduled,2026-02-01T00:11:23,0,Unaccompanied Minor,Gold
PAX05917,DLH4413,Joshua Lopez,Korea,1973-06-13,10A,First,Scheduled,2026-02-03T20:21:54,2,Pet,Platinum
PAX05918,AFR6060,Douglas Gilbert,China,1995-06-01,15C,First,Boarded,2026-02-02T08:52:05,2,Pet,Silver
PAX05919,DLH8618,Teresa Griffith,Lithuania,2003-12-16,35F,First,No-show,2026-02-01T01:07:05,1,Pet,Gold
PAX05920,AAL3162,Peter Powers,Guinea-Bissau,1946-12-03,19F,First,Checked-in,2026-02-02T10:18:39,3,Wheelchair,None
PAX05921,UAL2122,Andrea Rogers,Heard Island and McDonald Islands,2004-08-20,2B,Economy,Boarded,2026-02-02T06:01:03,1,None,Silver
PAX05922,AFR8935,Brandi Frey,Peru,1980-04-14,22D,Business,No-show,2026-02-01T21:10:35,2,Wheelchair,Silver
PAX05923,DAL3413,Andrew Baker,Bangladesh,1946-03-02,7D,Business,Checked-in,2026-02-03T00:35:46,2,None,Gold
PAX05924,SWA7638,Amber Bell,Puerto Rico,1974-12-27,1A,First,Scheduled,2026-02-02T15:17:05,3,Wheelchair,Gold
PAX05925,DLH9651,Eric Reyes,Switzerland,1949-12-30,40A,Premium Economy,Checked-in,2026-02-01T09:37:13,0,None,None
PAX05926,UAL7921,Maria Kent,Andorra,1992-02-02,4A,Premium Economy,Scheduled,2026-02-03T20:24:05,0,Wheelchair,Gold
PAX05927,AAL2809,Kari French,Macao,1974-05-05,36E,Economy,Checked-in,2026-02-03T12:05:42,3,None,Platinum
